company,location,rocket,mission_status,launch_date,failure,launch_year,launch_decade,rocket_failure_rate,rocket_launch_count,org_failure_rate,past_failure_rate,company_enc,location_enc,rocket_enc
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-05-06 16:02:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.17857142857142858,35,34,34
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",Unknown,Success,1985-05-08 01:15:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.035842293906810034,0.0,3,3,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-05-29 07:40:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09562841530054644,40,109,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-05-30 01:14:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09556313993174062,40,88,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-06-11 14:26:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09549795361527967,40,106,55
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-06-12 15:09:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09543285616905249,40,93,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-06-14 10:36:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09536784741144415,40,102,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-06-17 11:33:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.17647058823529413,35,34,34
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-06-18 00:40:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09530292716133425,40,93,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-06-19 11:30:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09523809523809523,40,89,55
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Failure,1985-06-21 08:29:00+00:00,1,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09585316111488783,40,110,55
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,Success,1985-06-30 00:44:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.1926605504587156,17,64,55
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Unknown,Success,1985-07-02 11:23:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.035842293906810034,0.0,3,8,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-07-08 23:40:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09578804347826086,40,102,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-07-17 01:05:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09572301425661914,40,109,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-07-25 21:00:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.1744186046511628,35,34,34
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1985-08-01 05:36:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09565807327001356,40,116,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-08-08 11:45:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09559322033898306,40,102,55
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,1985-08-18 23:33:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.13333333333333333,0.11764705882352941,22,48,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-08-22 19:28:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09552845528455285,40,106,55
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1985-08-23 22:33:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0954637779282329,40,116,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-08-27 10:58:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.1724137931034483,35,34,34
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Unknown,Failure,1985-08-28 21:20:00+00:00,1,1985.0,1980.0,0.10864197530864197,3240,0.12962962962962962,0.1125,34,72,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-09-04 17:05:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09539918809201624,40,88,55
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",Unknown,Failure,1985-09-12 23:26:00+00:00,1,1985.0,1980.0,0.10864197530864197,3240,0.035842293906810034,0.14285714285714285,3,3,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1985-09-19 01:32:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09533468559837728,40,117,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-09-24 01:18:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09527027027027027,40,109,55
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Success,1985-09-28 23:17:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.1917808219178082,17,65,55
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-09-30 19:23:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09520594193112762,40,93,55
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Unknown,Success,1985-10-02 09:00:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0951417004048583,40,84,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1985-10-03 05:48:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09507754551584625,40,101,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-10-03 07:33:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09501347708894879,40,109,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-10-03 15:15:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.17045454545454544,35,34,34
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Unknown,Success,1985-10-09 02:53:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.19090909090909092,17,68,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-10-09 21:35:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09494949494949495,40,102,55
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",30.8 ,Success,1985-10-21 05:04:00+00:00,0,1985.0,1980.0,0.0,38,0.07630522088353414,0.2608695652173913,7,91,25
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1985-10-22 07:00:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09488559892328398,40,110,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-10-22 20:24:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09482178883658372,40,109,55
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1985-10-23 00:42:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09475806451612903,40,83,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Failure,1985-10-23 17:24:00+00:00,1,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09536601746138348,40,90,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-10-24 02:30:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0953020134228188,40,102,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-10-28 17:24:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09523809523809523,40,109,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-11-06 17:00:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.16853932584269662,35,34,34
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-11-09 08:25:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09517426273458444,40,106,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-11-22 22:20:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09511051574012057,40,103,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1985-11-27 00:29:00+00:00,0,1985.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.16666666666666666,35,34,34
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-11-28 13:12:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09504685408299866,40,90,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-12-12 15:51:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09498327759197324,40,102,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-12-19 08:46:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09491978609625669,40,88,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-12-24 18:56:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09485637942551771,40,109,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1985-12-26 01:50:00+00:00,0,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09479305740987984,40,102,55
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Partial Failure,1985-12-28 09:16:00+00:00,1,1985.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09539693128752502,40,110,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-01-09 02:48:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09533333333333334,40,89,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Success,1986-01-12 11:55:00+00:00,0,1986.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.16483516483516483,35,34,34
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-01-16 11:38:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09526982011992005,40,88,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-01-17 07:21:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0952063914780293,40,102,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-01-23 18:52:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09514304723885562,40,88,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA",450.0 ,Failure,1986-01-28 16:38:00+00:00,1,1986.0,1980.0,0.014705882352941176,136,0.08374384236453201,0.17391304347826086,35,34,34
CASC,"LC-3, Xichang Satellite Launch Center, China",Unknown,Success,1986-02-01 12:27:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.07630522088353414,0.25,7,32,55
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-02-01 18:11:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09507978723404255,40,93,55
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Unknown,Success,1986-02-09 10:06:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.19004524886877827,17,67,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-02-11 06:56:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09501661129568106,40,103,55
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Success,1986-02-12 07:55:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.047619047619047616,0.07142857142857142,32,17,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-02-19 23:04:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0949535192563081,40,102,55
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Unknown,Success,1986-02-22 01:44:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.035842293906810034,0.125,3,8,55
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-02-27 01:44:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0948905109489051,40,116,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-03-21 10:05:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09482758620689655,40,117,55
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-03-25 19:26:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09476474486414845,40,116,55
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Unknown,Success,1986-03-28 23:30:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.035842293906810034,0.1111111111111111,3,4,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-04-17 21:02:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09470198675496688,40,88,55
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Unknown,Failure,1986-04-18 18:45:00+00:00,1,1986.0,1980.0,0.10864197530864197,3240,0.12962962962962962,0.12345679012345678,34,72,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-04-18 19:50:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09463931171409662,40,106,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-05-15 04:26:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09457671957671958,40,102,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-05-23 12:54:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0945142101784534,40,88,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-05-27 09:29:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09445178335535007,40,102,55
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",Unknown,Failure,1986-05-31 00:53:00+00:00,1,1986.0,1980.0,0.10864197530864197,3240,0.035842293906810034,0.2,3,3,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-06-06 03:57:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09438943894389439,40,88,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-06-12 04:42:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09432717678100264,40,102,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-06-18 20:03:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0942649967040211,40,88,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-06-19 21:09:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09420289855072464,40,106,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-07-05 01:16:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09414088215931533,40,109,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Partial Failure,1986-07-16 04:21:00+00:00,1,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09473684210526316,40,90,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-07-28 21:08:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09467455621301775,40,103,55
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-07-30 08:30:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09461235216819974,40,110,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-07-30 15:05:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09455022980958634,40,109,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-08-04 05:08:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09448818897637795,40,117,55
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Success,1986-08-12 20:45:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.047619047619047616,0.06666666666666667,32,17,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-08-20 12:58:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09442622950819672,40,117,55
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-08-28 08:02:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09436435124508519,40,93,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-09-03 09:00:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09430255402750491,40,88,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-09-05 09:12:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09424083769633508,40,109,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-09-10 01:45:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09417920209287116,40,90,55
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Unknown,Success,1986-09-17 15:52:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.1891891891891892,17,68,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-09-30 18:33:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09411764705882353,40,102,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Partial Failure,1986-10-03 13:05:00+00:00,1,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09470934030045722,40,106,55
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",30.8 ,Success,1986-10-06 05:40:00+00:00,0,1986.0,1980.0,0.0,38,0.07630522088353414,0.24,7,91,25
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Failure,1986-10-15 05:24:00+00:00,1,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09530026109660575,40,103,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-10-15 09:29:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09523809523809523,40,106,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-10-20 08:49:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09517601043024772,40,109,55
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1986-10-22 08:00:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09511400651465798,40,110,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-10-27 12:40:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09505208333333333,40,90,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-11-13 06:10:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09499024072869226,40,89,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-11-15 21:35:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09492847854356307,40,106,55
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-11-20 12:09:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09486679662118258,40,93,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-11-21 02:00:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09480519480519481,40,89,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-11-24 21:43:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09474367293964958,40,89,55
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-12-02 07:00:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0946822308690013,40,102,55
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Success,1986-12-05 02:30:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.18834080717488788,17,65,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-12-10 07:30:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09462086843810759,40,103,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-12-12 18:35:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09455958549222798,40,109,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-12-17 17:02:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09449838187702266,40,88,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Success,1986-12-25 23:59:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0944372574385511,40,115,55
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1986-12-26 15:25:00+00:00,0,1986.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09437621202327084,40,108,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-01-05 01:19:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09431524547803617,40,103,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-01-14 09:04:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09425435765009683,40,103,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-01-21 09:10:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09419354838709677,40,89,55
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Unknown,Success,1987-01-22 07:00:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09413281753707285,40,84,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-01-22 16:06:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09407216494845361,40,106,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Partial Failure,1987-01-29 06:14:00+00:00,1,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09465550547327753,40,89,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1987-02-01 23:30:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.0945945945945946,40,117,55
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,1987-02-05 06:30:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.13333333333333333,0.1111111111111111,22,48,55
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1987-02-12 00:00:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.12962962962962962,0.12195121951219512,34,73,55
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1987-02-14 08:30:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09453376205787781,40,110,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-02-18 13:53:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09447300771208227,40,89,55
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Success,1987-02-19 01:23:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.047619047619047616,0.0625,32,17,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-02-20 04:43:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09441233140655106,40,103,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-03-03 15:02:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09435173299101413,40,103,55
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1987-03-13 13:12:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09429121231558692,40,103,55
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1987-03-18 08:30:00+00:00,0,1987.0,1980.0,0.10864197530864197,3240,0.0891089108910891,0.09423076923076923,40,110,55
ISRO,"SLV LP, Satish Dhawan Space Centre, India",Unknown,Failure,1987-03-24 06:39:00+00:00,1,1987.0,1980.0,0.10864197530864197,3240,0.17333333333333334,0.6,23,79,55
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Failure,1987-03-26 21:22:00+00:00,1,1987.0,1980.0,0.10864197530864197,3240,0.18473895582329317,0.19196428571428573,17,65,55
